"Story","Title","Result","Date","Stability","Duration (s)"
"Viva Colombia Find Flight Functionality Feature","Find Flight on Viva Colombia","SUCCESS","2018-10-25T17:20:08.284-05:00[America/Bogota]","0.0","53.2"
